time,pm2.5_pre,pm10_pre,pm2.5_post,pm10_post,pressure,temperature,humidity,co2,tvoc,fan
2021/02/18 17:38:44,0.2,1.6,0.2,0.9,1001.89,22.56,44,0,0,3
2021/02/18 17:38:46,0.2,1.6,0.1,0.9,1002.2,22.71,43,0,0,3
2021/02/18 17:38:47,0.2,1.2,0.1,0.8,1001.83,22.69,44,0,0,3
2021/02/18 17:38:49,0.2,1.2,0.1,0.9,1001.97,22.87,43,0,0,3
2021/02/18 17:38:51,0.2,1.2,0.1,0.9,1001.93,22.64,44,0,0,3
2021/02/18 17:38:53,0.2,0.6,0.1,0.9,1001.96,22.71,42,0,0,3
2021/02/18 17:38:54,0.2,0.5,0.1,0.9,1001.98,22.71,43,0,0,3
2021/02/18 17:38:56,0.1,0.5,0.1,0.9,1001.88,22.71,42,0,0,3
2021/02/18 17:38:57,0.1,0.5,0.1,0.9,1001.9,22.6,42,0,0,3
2021/02/18 17:38:59,0.1,0.5,0.2,1.1,1001.95,22.74,44,0,0,3
2021/02/18 17:39:00,0.2,0.5,0.2,1.1,1001.87,22.78,44,0,0,3
2021/02/18 17:39:01,0.1,0.3,0.2,1.1,1001.88,22.65,43,0,0,3
2021/02/18 17:39:02,0.1,0.3,0.2,1.2,1001.82,22.58,43,0,0,3
2021/02/18 17:39:03,0.1,0.2,0.2,1.1,1001.99,22.74,44,0,0,3
2021/02/18 17:39:05,0.1,0.2,0.2,1.1,1001.82,22.91,42,0,0,3
2021/02/18 17:39:06,0.2,2.4,0.2,1.1,1002.1,22.94,43,0,0,3
2021/02/18 17:39:07,0.2,2.4,0.2,1.2,1001.93,22.92,42,0,0,3
2021/02/18 17:39:08,0.2,2.4,0.2,1.2,1001.95,22.83,43,0,0,3
2021/02/18 17:39:10,0.2,2.4,0.2,0.5,1001.87,22.85,42,0,0,3
2021/02/18 17:39:11,0.2,2.4,0.2,0.5,1001.85,23.3,42,0,0,3
2021/02/18 17:39:13,0.1,2.3,0.2,0.5,1001.96,22.69,43,0,0,3
2021/02/18 17:39:14,0.1,2.3,0.2,0.5,1001.95,22.87,42,0,0,3
2021/02/18 17:39:16,0.1,2.3,0.2,0.5,1001.91,23.18,44,0,0,3
2021/02/18 17:39:17,0.1,2.3,0.2,0.5,1001.91,22.85,42,0,0,3
2021/02/18 17:39:18,0.1,2.3,0.2,0.4,1001.95,22.76,42,400,0,3
2021/02/18 17:39:19,0.1,2.6,0.2,0.5,1001.89,23.14,42,400,0,3
2021/02/18 17:39:20,0.1,2.6,0.2,0.5,1001.95,22.85,44,400,0,3
2021/02/18 17:39:22,0.1,2.5,0.2,0.5,1001.92,22.89,43,400,0,3
2021/02/18 17:39:23,0.1,2.5,0.2,0.5,1001.91,23.12,42,400,0,3
2021/02/18 17:39:25,0.2,2.6,0.2,0.5,1001.85,22.96,43,400,0,3
2021/02/18 17:39:26,0.2,2.6,0.2,0.5,1001.91,22.85,42,400,0,3
2021/02/18 17:39:27,0.1,2.5,0.2,0.5,1001.98,22.91,42,400,0,3
2021/02/18 17:39:28,0.2,2.6,0.2,0.2,1001.87,22.91,42,400,0,3
