time,pm2.5_pre,pm10_pre,pm2.5_post,pm10_post,pressure,temperature,humidity,co2,tvoc,fan
2021/02/18 11:40:44,1.1,2.3,0.9,2.6,1012.99,23.3,37,0,0,3
2021/02/18 11:40:46,1.1,2.2,1.0,3.7,1012.91,23.39,38,0,0,3
2021/02/18 11:40:48,1.1,2.2,1.0,3.5,1012.97,23.27,40,0,0,3
2021/02/18 11:40:50,1.1,2.1,0.9,3.3,1012.96,23.3,40,0,0,3
2021/02/18 11:40:51,1.1,2.3,0.9,3.5,1012.97,23.27,40,0,0,3
2021/02/18 11:40:52,1.1,2.2,0.9,3.4,1012.85,23.41,37,0,0,3
2021/02/18 11:40:54,1.1,2.1,0.9,3.2,1012.96,23.16,39,0,0,3
2021/02/18 11:40:55,1.1,2.2,0.9,3.2,1012.98,23.14,40,0,0,3
2021/02/18 11:40:56,1.1,2.2,0.9,3.4,1012.99,23.25,38,0,0,3
2021/02/18 11:40:58,1.1,2.2,1.0,3.5,1012.88,23.34,39,0,0,3
2021/02/18 11:40:59,1.1,2.2,0.9,3.5,1013.6,23.23,36,0,0,3
