time,pm2.5,pm10
2021/01/11-14:17:07,6.50,35.20
2021/01/11-14:17:08,6.70,36.00
2021/01/11-14:17:09,6.80,37.80
2021/01/11-14:17:10,7.00,38.70
2021/01/11-14:17:11,7.10,40.00
2021/01/11-14:17:12,7.20,39.90
2021/01/11-14:17:13,7.20,39.60
2021/01/11-14:17:14,7.20,38.90
2021/01/11-14:17:15,7.20,39.00
2021/01/11-14:17:16,7.30,41.90
2021/01/11-14:17:17,7.40,42.10
2021/01/11-14:17:18,7.60,42.60
2021/01/11-14:17:19,7.80,44.90
2021/01/11-14:17:20,7.70,45.20
2021/01/11-14:17:21,7.80,47.70
2021/01/11-14:17:22,8.00,48.80
2021/01/11-14:17:23,8.20,49.80
2021/01/11-14:17:24,8.10,49.10
2021/01/11-14:17:25,8.20,50.00
2021/01/11-14:17:26,8.50,51.80
2021/01/11-14:17:27,8.70,54.50
2021/01/11-14:17:28,8.80,56.00
2021/01/11-14:17:29,8.90,56.30
2021/01/11-14:17:30,9.10,57.30
2021/01/11-14:17:31,9.20,60.40
2021/01/11-14:17:32,9.50,60.50
2021/01/11-14:17:33,9.70,60.90
2021/01/11-14:17:34,10.20,63.70
2021/01/11-14:17:35,10.60,67.30
2021/01/11-14:17:36,11.20,71.30
2021/01/11-14:17:37,11.60,73.40
2021/01/11-14:17:38,11.90,77.10
2021/01/11-14:17:39,12.00,77.30
2021/01/11-14:17:40,12.10,78.50
2021/01/11-14:17:41,12.40,79.20
2021/01/11-14:17:42,12.70,80.70
2021/01/11-14:17:43,13.10,84.90
2021/01/11-14:17:44,13.40,86.80
2021/01/11-14:17:45,13.60,89.40
2021/01/11-14:17:46,13.70,90.10
2021/01/11-14:17:47,13.70,92.10
2021/01/11-14:17:48,13.70,93.20
2021/01/11-14:17:49,13.70,93.90
2021/01/11-14:17:50,13.80,95.20
2021/01/11-14:17:51,13.60,93.10
2021/01/11-14:17:52,13.70,93.20
2021/01/11-14:17:53,13.90,94.30
2021/01/11-14:17:54,14.00,95.00
2021/01/11-14:17:55,14.00,97.10
2021/01/11-14:17:56,13.70,95.70
2021/01/11-14:17:57,13.50,93.80
2021/01/11-14:17:58,13.40,90.60
2021/01/11-14:17:59,13.30,89.40
2021/01/11-14:18:00,13.30,90.40
2021/01/11-14:18:01,13.30,88.10
2021/01/11-14:18:02,13.20,90.50
2021/01/11-14:18:03,12.90,90.20
2021/01/11-14:18:04,12.50,88.80
2021/01/11-14:18:05,12.10,87.20
2021/01/11-14:18:06,11.60,83.90
2021/01/11-14:18:07,11.10,80.80
2021/01/11-14:18:08,10.70,76.70
2021/01/11-14:18:09,10.60,76.20
2021/01/11-14:18:10,10.50,74.60
2021/01/11-14:18:11,11.30,79.00
2021/01/11-14:18:12,11.30,79.10
2021/01/11-14:18:13,10.90,76.10
2021/01/11-14:18:14,10.80,76.30
2021/01/11-14:18:15,10.90,74.00
2021/01/11-14:18:16,10.70,70.90
2021/01/11-14:18:17,10.70,68.50
2021/01/11-14:18:18,10.60,66.90
2021/01/11-14:18:19,10.50,63.70
2021/01/11-14:18:20,10.40,62.20
2021/01/11-14:18:21,10.30,60.70
2021/01/11-14:18:22,10.10,59.60
2021/01/11-14:18:23,9.80,58.80
2021/01/11-14:18:24,9.70,58.40
2021/01/11-14:18:25,9.60,56.50
2021/01/11-14:18:26,9.80,57.10
2021/01/11-14:18:27,9.90,57.40
2021/01/11-14:18:28,9.80,57.80
2021/01/11-14:18:29,9.90,58.60
2021/01/11-14:18:30,10.00,57.50
2021/01/11-14:18:31,10.00,57.70
2021/01/11-14:18:32,10.00,56.60
2021/01/11-14:18:33,10.60,59.90
2021/01/11-14:18:34,10.70,60.80
2021/01/11-14:18:35,10.80,59.80
2021/01/11-14:18:36,10.60,59.10
2021/01/11-14:18:37,10.60,58.30
2021/01/11-14:18:38,10.80,59.50
2021/01/11-14:18:39,10.90,59.60
2021/01/11-14:18:40,10.90,59.80
2021/01/11-14:18:41,9.90,53.90
2021/01/11-14:18:42,9.60,52.20
2021/01/11-14:18:43,9.50,51.30
2021/01/11-14:18:44,9.30,49.90
2021/01/11-14:18:45,9.00,50.50
2021/01/11-14:18:46,8.90,49.60
2021/01/11-14:18:47,8.80,49.40
2021/01/11-14:18:48,8.70,49.30
2021/01/11-14:18:49,8.70,49.90
2021/01/11-14:18:50,8.50,49.70
2021/01/11-14:18:51,8.60,52.50
2021/01/11-14:18:52,8.70,52.20
2021/01/11-14:18:53,8.70,52.40
2021/01/11-14:18:54,8.70,53.20
2021/01/11-14:18:55,8.70,52.90
2021/01/11-14:18:56,8.60,52.90
2021/01/11-14:18:57,8.60,53.30
2021/01/11-14:18:58,8.60,52.50
2021/01/11-14:18:59,8.60,52.10
2021/01/11-14:19:00,8.40,51.90
2021
