time,pm2.5_pre,pm10_pre,pm2.5_post,pm10_post,pressure,temperature,humidity,co2,tvoc,fan
2021/02/28 23:27:16,12.5,29.3,212.2,488.3,-1,-1,-1,-1,-1,0.8
2021/02/28 23:27:17,16.4,37.9,206.0,473.0,-1,-1,-1,-1,-1,0.8
2021/02/28 23:27:18,19.5,49.0,198.0,448.1,-1,-1,-1,-1,-1,0.8
2021/02/28 23:27:19,22.7,61.8,188.3,417.2,-1,-1,-1,-1,-1,0.8
2021/02/28 23:27:20,22.9,61.9,177.7,390.2,-1,-1,-1,-1,-1,0.8
2021/02/28 23:27:21,23.1,63.0,165.3,360.1,-1,-1,-1,-1,-1,0.8
2021/02/28 23:27:23,21.8,59.1,158.2,342.7,-1,-1,-1,-1,-1,0.8
2021/02/28 23:27:24,21.4,58.6,151.4,326.5,-1,-1,-1,-1,-1,0.8
2021/02/28 23:27:25,20.7,55.8,138.3,294.1,-1,-1,-1,-1,-1,0.8
2021/02/28 23:27:26,20.3,54.1,135.2,285.6,-1,-1,-1,-1,-1,0.8
2021/02/28 23:27:27,19.4,51.1,132.9,277.6,-1,-1,-1,-1,-1,0.8
2021/02/28 23:27:28,18.7,49.1,132.4,273.0,-1,-1,-1,-1,-1,0.8
2021/02/28 23:27:29,18.2,46.8,133.1,274.6,-1,-1,-1,-1,-1,0.8
2021/02/28 23:27:30,17.9,45.6,135.1,276.2,-1,-1,-1,-1,-1,0.8
2021/02/28 23:27:31,19.6,48.4,138.4,278.0,-1,-1,-1,-1,-1,0.8
2021/02/28 23:27:32,21.7,51.4,142.3,282.5,-1,-1,-1,-1,-1,0.8
2021/02/28 23:27:34,25.9,59.6,145.7,285.8,-1,-1,-1,-1,-1,0.8
2021/02/28 23:27:35,26.7,60.9,147.5,284.3,-1,-1,-1,-1,-1,0.8
2021/02/28 23:27:36,33.2,76.1,147.8,283.4,-1,-1,-1,-1,-1,0.8
2021/02/28 23:27:37,33.9,76.9,146.8,281.4,-1,-1,-1,-1,-1,0.8
2021/02/28 23:27:38,36.1,80.4,145.6,277.9,-1,-1,-1,-1,-1,0.8
2021/02/28 23:27:40,36.2,80.0,144.5,275.3,-1,-1,-1,-1,-1,0.8
2021/02/28 23:27:41,35.5,78.1,146.0,276.9,-1,-1,-1,-1,-1,0.8
2021/02/28 23:27:42,34.6,76.0,148.1,281.4,-1,-1,-1,-1,-1,0.8
2021/02/28 23:27:43,33.9,74.1,149.2,282.0,-1,-1,-1,-1,-1,0.8
2021/02/28 23:27:44,34.0,74.8,151.1,282.4,-1,-1,-1,-1,-1,0.8
2021/02/28 23:27:46,33.5,72.9,146.4,268.6,-1,-1,-1,-1,-1,0.8
2021/02/28 23:27:47,32.9,71.2,137.6,246.0,-1,-1,-1,-1,-1,0.8
2021/02/28 23:27:48,32.1,68.7,135.4,239.6,-1,-1,-1,-1,-1,0.8
2021/02/28 23:27:49,31.1,64.9,133.9,236.2,-1,-1,-1,-1,-1,0.8
2021/02/28 23:27:50,30.6,63.6,134.5,236.7,-1,-1,-1,-1,-1,0.8
2021/02/28 23:27:52,30.6,62.1,136.3,239.2,-1,-1,-1,-1,-1,0.8
