time,pm2.5,pm10
2021/01/11-12:19:53,0.50,1.00
2021/01/11-12:19:54,0.50,0.90
2021/01/11-12:19:55,0.50,0.90
2021/01/11-12:19:56,0.50,0.90
2021/01/11-12:19:57,0.50,1.00
2021/01/11-12:19:58,0.50,1.00
2021/01/11-12:19:59,0.50,0.90
2021/01/11-12:20:00,0.50,1.00
2021/01/11-12:20:01,0.50,0.90
2021/01/11-12:20:02,0.50,0.90
2021/01/11-12:20:03,0.50,0.90
2021/01/11-12:20:04,0.50,0.90
2021/01/11-12:20:05,0.50,0.90
2021/01/11-12:20:06,0.50,0.90
2021/01/11-12:20:07,0.50,0.90
2021/01/11-12:20:08,0.40,0.90
2021/01/11-12:20:09,0.40,0.90
2021/01/11-12:20:10,0.50,0.70
2021/01/11-12:20:11,0.50,0.70
2021/01/11-12:20:12,0.50,0.70
2021/01/11-12:20:13,0.50,0.70
2021/01/11-12:20:14,0.50,0.70
2021/01/11-12:20:15,0.50,0.70
2021/01/11-12:20:16,0.50,0.70
2021/01/11-12:20:17,0.50,0.70
2021/01/11-12:20:18,0.50,0.70
2021/01/11-12:20:19,0.40,0.60
2021/01/11-12:20:20,0.40,0.40
2021/01/11-12:20:21,0.40,0.40
2021/01/11-12:20:22,0.40,0.40
2021/01/11-12:20:23,0.40,0.50
2021/01/11-12:20:24,0.40,0.50
2021/01/11-12:20:25,0.40,0.60
2021/01/11-12:20:26,0.40,0.60
2021/01/11-12:20:27,0.40,0.40
2021/01/11-12:20:28,0.40,0.50
2021/01/11-12:20:29,0.40,0.50
2021/01/11-12:20:30,0.40,0.50
2021/01/11-12:20:31,0.30,0.50
2021/01/11-12:20:32,0.30,0.50
2021/01/11-12:20:33,0.30,0.60
2021/01/11-12:20:34,0.30,0.70
2021/01/11-12:20:35,0.30,0.80
2021/01/11-12:20:36,0.40,0.80
2021/01/11-12:20:37,0.40,0.90
2021/01/11-12:20:38,0.40,0.90
2021/01/11-12:20:39,0.40,0.90
2021/01/11-12:20:40,0.40,0.90
2021/01/11-12:20:41,0.40,0.90
2021/01/11-12:20:42,0.40,0.90
2021/01/11-12:20:43,0.40,0.90
2021/01/11-12:20:44,0.40,1.00
2021/01/11-12:20:45,0.40,1.00
2021/01/11-12:20:46,0.40,1.00
2021/01/11-12:20:47,0.40,1.00
2021/01/11-12:20:48,0.40,1.00
2021/01/11-12:20:49,0.40,1.00
2021/01/11-12:20:50,0.40,1.10
2021/01/11-12:20:51,0.40,1.10
2021/01/11-12:20:52,0.40,1.00
2021/01/11-12:20:53,0.40,1.00
2021/01/11-12:20:54,0.40,1.00
2021/01/11-12:20:55,0.40,0.90
2021/01/11-12:20:56,0.40,1.10
2021/01/11-12:20:58,0.40,1.10
2021/01/11-12:20:59,0.40,1.10
2021/01/11-12:21:00,0.40,1.10
2021/01/11-12:21:01,0.40,1.10
2021/01/11-12:21:02,0.50,1.10
2021/01/11-12:21:03,0.50,1.10
2021/01/11-12:21:04,0.50,1.00
2021/01/11-12:21:05,0.50,0.90
2021/01/11-12:21:06,0.50,0.80
2021/01/11-12:21:07,0.40,0.80
2021/01/11-12:21:08,0.50,0.70
2021/01/11-12:21:09,0.50,0.80
2021/01/11-12:21:10,0.40,0.70
2021/01/11-12:21:11,0.40,0.70
2021/01/11-12:21:12,0.40,0.70
2021/01/11-12:21:13,0.40,0.70
2021/01/11-12:21:14,0.40,0.70
2021/01/11-12:21:15,0.40,0.60
2021/01/11-12:21:16,0.40,0.60
2021/01/11-12:21:17,0.40,0.60
2021/01/11-12:21:18,0.40,0.60
2021/01/11-12:21:19,0.40,0.60
2021/01/11-12:21:20,0.40,0.60
2021/01/11-12:21:21,0.40,0.60
2021/01/11-12:21:22,0.40,0.60
2021/01/11-12:21:23,0.40,0.60
2021/01/11-12:21:24,0.40,0.60
2021/01/11-12:21:25,0.40,0.60
2021/01/11-12:21:26,0.40,0.60
2021/01/11-12:21:27,0.40,0.40
2021/01/11-12:21:28,0.40,0.40
2021/01/11-12:21:29,0.40,0.40
2021/01/11-12:21:30,0.40,0.40
2021/01/11-12:21:31,0.40,0.40
2021/01/11-12:21:32,0.40,0.50
2021/01/11-12:21:33,0.40,0.50
2021/01/11-12:21:34,0.40,0.40
2021/01/11-12:21:35,0.40,0.40
2021/01/11-12:21:36,0.40,0
