time,pm2.5,pm10,fan
2021/01/23-12:25:14,25.20,117.50,3
2021/01/23-12:25:15,25.20,120.00,3
2021/01/23-12:25:16,25.30,121.00,3
2021/01/23-12:25:17,25.30,120.40,3
2021/01/23-12:25:18,25.20,123.20,3
2021/01/23-12:25:19,25.40,125.40,3
2021/01/23-12:25:20,25.30,124.30,3
2021/01/23-12:25:21,25.20,125.80,3
2021/01/23-12:25:22,25.00,124.70,3
2021/01/23-12:25:23,25.10,126.30,3
2021/01/23-12:25:24,25.20,127.50,3
2021/01/23-12:25:25,25.20,128.40,3
2021/01/23-12:25:26,25.40,130.70,3
2021/01/23-12:25:27,25.60,133.00,3
2021/01/23-12:25:28,25.80,137.10,3
2021/01/23-12:25:29,26.00,138.80,3
2021/01/23-12:25:30,26.00,137.70,3
2021/01/23-12:25:31,26.40,141.60,3
2021/01/23-12:25:32,26.30,141.30,3
2021/01/23-12:25:33,26.50,144.20,3
2021/01/23-12:25:34,26.70,147.60,3
2021/01/23-12:25:35,26.80,149.50,3
2021/01/23-12:25:36,27.30,158.60,3
2021/01/23-12:25:37,27.20,161.20,3
2021/01/23-12:25:38,27.40,162.70,3
2021/01/23-12:25:39,27.70,163.00,3
2021/01/23-12:25:40,27.90,165.40,3
2021/01/23-12:25:41,27.80,167.10,3
2021/01/23-12:25:42,27.80,167.00,3
2021/01/23-12:25:43,27.90,166.40,3
2021/01/23-12:25:44,27.70,165.70,3
2021/01/23-12:25:45,27.80,164.10,3
2021/01/23-12:25:46,28.30,167.50,3
2021/01/23-12:25:47,28.40,169.40,3
2021/01/23-12:25:48,28.30,167.80,3
2021/01/23-12:25:49,28.10,164.80,3
2021/01/23-12:25:50,27.90,166.60,3
2021/01/23-12:25:51,27.80,164.10,3
2021/01/23-12:25:52,27.60,166.40,3
2021/01/23-12:25:53,27.70,166.80,3
2021/01/23-12:25:54,27.70,165.10,3
2021/01/23-12:25:55,27.80,167.70,3
2021/01/23-12:25:56,27.70,165.70,3
2021/01/23-12:25:57,27.70,166.10,3
2021/01/23-12:25:58,27.60,162.40,3
2021/01/23-12:25:59,27.80,164.90,3
2021/01/23-12:26:00,28.20,171.00,3
2021/01/23-12:26:01,28.00,168.30,3
2021/01/23-12:26:02,28.30,169.40,3
2021/01/23-12:26:03,28.50,169.80,3
2021/01/23-12:26:04,28.70,169.40,3
2021/01/23-12:26:05,28.80,174.30,3
2021/01/23-12:26:06,29.30,173.40,3
2021/01/23-12:26:07,30.00,178.10,3
2021/01/23-12:26:08,30.50,179.10,3
2021/01/23-12:26:09,30.90,181.30,3
2021/01/23-12:26:10,31.00,181.70,3
2021/01/23-12:26:11,31.50,184.30,3
2021/01/23-12:26:12,32.00,189.70,3
2021/01/23-12:26:13,32.10,190.10,3
2021/01/23-12:26:14,32.10,191.80,3
2021/01/23-12:26:15,32.10,192.50,3
2021/01/23-12:26:16,32.20,191.70,3
2021/01/23-12:26:17,32.30,192.50,3
2021/01/23-12:26:18,32.80,196.40,3
2021/01/23-12:26:19,33.20,197.30,3
2021/01/23-12:26:20,33.70,200.90,3
2021/01/23-12:26:21,34.20,205.10,3
2021/01/23-12:26:22,34.50,203.40,3
2021/01/23-12:26:23,34.70,206.30,3
2021/01/23-12:26:24,35.40,210.90,3
2021/01/23-12:26:25,35.60,211.50,3
2021/01/23-12:26:26,36.10,216.70,3
2021/01/23-12:26:27,36.40,217.90,3
2021/01/23-12:26:28,36.50,217.80,3
2021/01/23-12:26:29,36.40,215.30,3
2021/01/23-12:26:30,36.10,210.20,3
2021/01/23-12:26:31,36.20,211.90,3
2021/01/23-12:26:32,36.60,211.80,3
2021/01/23-12:26:33,36.80,210.50,3
2021/01/23-12:26:34,37.00,211.00,3
2021/01/23-12:26:35,37.20,205.90,3
2021/01/23-12:26:36,36.80,202.00,3
2021/01/23-12:26:37,36.20,196.50,3
2021/01/23-12:26:38,35.80,194.60,3
2021/01/23-12:26:39,35.60,192.30,3
2021/01/23-12:26:40,35.70,192.40,3
2021/01/23-12:26:41,35.60,191.80,3
2021/01/23-12:26:42,35.20,190.40,3
2021/01/23-12:26:43,35.20,192.00,3
