time,pm2.5,pm10
2021/01/11-12:34:54,0.30,0.40
2021/01/11-12:34:55,0.30,0.40
2021/01/11-12:34:56,0.30,0.40
2021/01/11-12:34:57,0.30,0.40
2021/01/11-12:34:58,0.30,0.40
2021/01/11-12:34:59,0.30,0.40
2021/01/11-12:35:00,0.40,0.70
2021/01/11-12:35:01,0.40,0.70
2021/01/11-12:35:02,0.40,0.70
2021/01/11-12:35:03,0.40,0.70
2021/01/11-12:35:04,0.40,0.70
2021/01/11-12:35:05,0.30,0.70
2021/01/11-12:35:06,0.30,0.60
2021/01/11-12:35:07,0.30,0.60
2021/01/11-12:35:08,0.30,0.60
2021/01/11-12:35:09,0.30,0.60
2021/01/11-12:35:10,0.30,0.60
2021/01/11-12:35:11,0.30,0.60
2021/01/11-12:35:12,0.30,0.60
2021/01/11-12:35:13,0.30,0.60
2021/01/11-12:35:14,0.30,0.60
2021/01/11-12:35:15,0.30,0.60
2021/01/11-12:35:16,0.30,0.60
2021/01/11-12:35:17,0.30,0.60
2021/01/11-12:35:19,0.30,0.60
2021/01/11-12:35:20,0.30,0.60
2021/01/11-12:35:21,0.30,0.60
2021/01/11-12:35:22,0.30,0.60
2021/01/11-12:35:23,0.30,0.60
2021/01/11-12:35:24,0.40,0.60
2021/01/11-12:35:25,0.40,1.40
2021/01/11-12:35:26,0.40,1.40
2021/01/11-12:35:27,0.40,1.40
2021/01/11-12:35:28,0.30,1.40
2021/01/11-12:35:29,0.30,1.40
2021/01/11-12:35:30,0.30,1.40
2021/01/11-12:35:31,0.30,1.20
2021/01/11-12:35:32,0.30,1.10
2021/01/11-12:35:33,0.30,1.20
2021/01/11-12:35:34,0.30,1.20
2021/01/11-12:35:35,0.30,1.20
2021/01/11-12:35:36,0.30,1.20
2021/01/11-12:35:37,0.30,1.10
2021/01/11-12:35:38,0.40,1.20
2021/01/11-12:35:39,0.30,1.20
2021/01/11-12:35:40,0.30,1.20
2021/01/11-12:35:41,0.30,1.20
2021/01/11-12:35:42,0.30,1.20
2021/01/11-12:35:43,0.30,1.20
2021/01/11-12:35:44,0.30,1.20
2021/01/11-12:35:45,0.30,1.20
2021/01/11-12:35:46,0.30,1.20
2021/01/11-12:35:47,0.40,1.30
2021/01/11-12:35:48,0.40,1.30
2021/01/11-12:35:49,0.40,1.30
2021/01/11-12:35:50,0.40,1.30
2021/01/11-12:35:51,0.30,1.20
2021/01/11-12:35:52,0.30,1.20
2021/01/11-12:35:53,0.30,1.20
2021/01/11-12:35:54,0.30,1.20
2021/01/11-12:35:55,0.30,0.50
2021/01/11-12:35:56,0.30,0.50
2021/01/11-12:35:57,0.30,0.50
2021/01/11-12:35:58,0.30,0.50
2021/01/11-12:35:59,0.30,0.50
2021/01/11-12:36:00,0.30,0.50
2021/01/11-12:36:01,0.30,0.50
2021/01/11-12:36:02,0.30,0.50
2021/01/11-12:36:03,0.30,0.50
2021/01/11-12:36:04,0.30,0.50
2021/01/11-12:36:05,0.30,0.50
2021/01/11-12:36:06,0.30,0.50
2021/01/11-12:36:07,0.30,0.50
2021/01/11-12:36:08,0.30,0.50
2021/01/11-12:36:09,0.30,0.50
2021/01/11-12:36:10,0.30,0.50
2021/01/11-12:36:11,0.40,0.50
2021/01/11-12:36:12,0.40,0.50
2021/01/11-12:36:13,0.40,0.50
2021/01/11-12:36:14,0.40,0.50
2021/01/11-12:36:15,0.40,0.60
2021/01/11-12:36:16,0.40,0.60
2021/01/11-12:36:17,0.40,0.60
2021/01/11-12:36:18,0.40,0.60
2021/01/11-12:36:19,0.40,0.60
2021/01/11-12:36:20,0.40,0.60
2021/01/11-12:36:21,0.40,0.60
2021/01/11-12:36:22,0.40,0.60
2021/01/11-12:36:23,0.40,0.60
2021/01/11-12:36:24,0.40,0.60
2021/01/11-12:36:25,0.40,0.50
2021/01/11-12:36:26,0.40,0.50
2021/01/11-12:36:27,0.40,0.50
2021/01/11-12:36:28,0.40,0.50
2021/01/11-12:36:29,0.40,0.70
2021/01/11-12:36:30,0.40,0.70
2021/01/11-12:36:31,0.40,0.80
2021/01/11-12:36:32,0.40,0.80
2021/01/11-12:36:33,0.40,0.70
2021/01/11-12:36:34,0.40,0.70
2021/01/11-12:36:35,0.40,0.70
2021/01/11-12:36:36,0.40,0.70
2021/01/11-12:36:37,0.50,0.80
2021/01/11-12:36:38,0.40,0.70
2021/01/11-12:36:39,0.50,0.80
2021/01/11-12:36:40,0.50,0.80
2021/01/11-12:36:41,0.40,0.80
2021/01/11-12:36:42,0.40,0.70
2021/01/11-12:36:43,0.40,0.80
2021/01/11-12:36:44,0.40,0.90
2021/01/11-12:36:45,0.40,0.90
2021/01/11-12:36:46,0.40,0.90
2021/01/11-12:36:47,0.40,0.80
2021/01/11-12:36:48,0.40,0.80
2021/01/11-12:36:49,0.40,0.80
2021/01/11-12:36:50,0.40,0.80
2021/01/11-12:36:51,0.40,0.80
2021/01/11-12:36:52,0.40,0.80
2021/01/11-12:36:53,0.40,0.80
2021/01/11-12:36:54,0.40,0.80
2021/01/11-12:36:55,0.40,0.80
2021/01/11-12:36:56,0.40,0.80
2021/01/11-12:36:57,0.50,0.90
2021/01/11-12:36:58,0.50,0.90
2021/01/11-12:36:59,0.50,0.80
2021/01/11-12:37:00,0.50,0.80
2021/01/11-12:37:01,0.40,0.60
2021/01/11-12:37:02,0.40,0.60
2021/01/11-12:37:03,0.40,0.60
2021/01/11-12:37:04,0.40,0.60
2021/01/11-12:37:05,0.40,0.60
2021/01/11-12:37:06,0.40,0.60
2021/01/11-12:37:07,0.40,0.50
2021/01/11-12:37:08,0.40,0.50
2021/01/11-12:37:09,0.40,0.70
2021/01/11-12:37:10,0.40,0.70
2021/01/11-12:37:11,0.40,0.80
2021/01/11-12:37:12,0.40,0.70
2021/01/11-12:37:13,0.40,0.70
2021/01/11-12:37:14,0.40,0.60
2021/01/11-12:37:15,0.40,0.60
2021/01/11-12:37:16,0.40,0.60
2021/01/11-12:37:17,0.40,0.60
2021/01/11-12:37:18,0.40,0.70
2021/01/11-12:37:19,0.40,0.70
2021/01/11-12:37:20,0.40,0.70
2021/01/11-12:37:21,0.40,0.70
2021/01/11-12:37:22,0.40,0.70
2021/01/11-12:37:23,0.40,0.70
2021/01/11-12:37:24,0.40,0.70
2021/01/11-12:37:25,0.40,0.70
2021/01/11-12:37:26,0.40,0.70
2021/01/11-12:37:27,0.40,0.70
2021/01/11-12:37:28,0.30,0.70
2021/01/11-12:37:29,0.30,0.70
2021/01/11-12:37:30,0.30,0.70
2021/01/11-12:37:31,0.30,0.80
2021/01/11-12:37:32,0.40,0.80
2021/01/11-12:37:33,0.40,0.80
2021/01/11-12:37:34,0.30,0.80
2021/01/11-12:37:35,0.30,0.80
2021/01/11-12:37:36,0.30,0.80
2021/01/11-12:37:37,0.30,0.80
2021/01/11-12:37:38,0.30,0.70
2021/01/11-12:37:39,0.30,0.60
2021/01/11-12:37:40,0.30,0.50
2021/01/11-12:37:41,0.30,0.50
2021/01/11-12:37:42,0.30,0.50
2021/01/11-12:37:43,0.30,0.50
2021/01/11-12:37:44,0.30,0.50
2021/01/11-12:37:45,0.30,0.50
2021/01/11-12:37:46,0.30,0.50
2021/01/11-12:37:47,0.30,0.50
2021/01/11-12:37:48,0.30,0.40
2021/01/11-12:37:49,0.30,0.40
2021/01/11-12:37:50,0.30,0.40
2021/01/11-12:37:51,0.30,0.40
2021/01/11-12:37:52,0.30,0.40
2021/01/11-12:37:53,0.30,0.40
2021/01/11-12:37:54,0.30,0.40
2021/01/11-12:37:55,0.30,0.40
2021/01/11-12:37:56,0.30,0.30
2021/01/11-12:37:57,0.30,0.30
2021/01/11-12:37:58,0.30,0.30
2021/01/11-12:37:59,0.30,0.30
2021/01/11-12:38:00,0.30,0.30
2021/01/11-12:38:01,0.30,0.30
2021/01/11-12:38:02,0.30,0.30
2021/01/11-12:38:03,0.30,0.30
2021/01/11-12:38:04,0.30,0.40
2021/01/11-12:38:05,0.40,0.40
2021/01/11-12:38:06,0.40,0.40
2021/01/11-12:38:07,0.40,0.40
2021/01/11-12:38:08,0.40,0.40
2021/01/11-12:38:09,0.40,1.20
2021/01/11-12:38:10,0.40,1.20
2021/01/11-12:38:11,0.40,1.20
2021/01/11-12:38:12,0.40,1.20
2021/01/11-12:38:13,0.40,1.30
2021/01/11-12:38:14,0.40,1.30
2021/01/11-12:38:15,0.40,1.30
2021/01/11-12:38:16,0.40,1.30
2021/01/11-12:38:17,0.40,1.30
2021/01/11-12:38:18,0.40,1.30
2021/01/11-12:38:19,0.40,1.30
2021/01/11-12:38:20,0.40,1.30
2021/01/11-12:38:21,0.40,1.30
2021/01/11-12:38:22,0.40,1.30
2021/01/11-12:38:23,0.40,1.30
2021/01/11-12:38:24,0.40,1.30
2021/01/11-12:38:25,0.40,1.30
2021/01/11-12:38:26,0.40,1.30
2021/01/11-12:38:27,0.40,1.30
2021/01/11-12:38:28,0.50,1.50
2021/01/11-12:38:29,0.50,1.50
2021/01/11-12:38:30,0.50,1.60
2021/01/11-12:38:31,0.50,1.70
2021/01/11-12:38:32,0.50,1.70
2021/01/11-12:38:33,0.50,1.70
2021/01/11-12:38:34,0.50,1.70
2021/01/11-12:38:35,0.50,1.60
2021/01/11-12:38:36,0.50,1.70
2021/01/11-12:38:37,0.50,1.60
2021/01/11-12:38:38,0.50,1.70
2021/01/11-12:38:39,0.50,0.90
2021/01/11-12:38:40,0.50,0.90
2021/01/11-12:38:41,0.50,0.90
2021/01/11-12:38:42,0.40,0.80
2021/01/11-12:38:43,0.40,0.80
2021/01/11-12:38:44,0.40,0.90
2021/01/11-12:38:45,0.40,0.80
2021/01/11-12:38:46,0.50,0.90
2021/01/11-12:38:47,0.50,0.90
2021/01/11-12:38:48,0.50,0.90
2021/01/11-12:38:49,0.50,0.90
2021/01/11-12:38:50,0.50,0.90
2021/01/11-12:38:51,0.50,0.90
2021/01/11-12:38:52,0.50,0.90
2021/01/11-12:38:53,0.50,0.90
2021/01/11-12:38:54,0.50,0.90
2021/01/11-12:38:55,0.50,0.90
2021/01/11-12:38:56,0.50,0.90
2021/01/11-12:38:57,0.50,1.00
2021/01/11-12:38:58,0.50,0.80
2021/01/11-12:38:59,0.50,0.80
2021/01/11-12:39:00,0.50,0.60
2021/01/11-12:39:01,0.50,0.50
2021/01/11-12:39:02,0.50,0.50
2021/01/11-12:39:03,0.40,0.50
2021/01/11-12:39:04,0.50,0.50
2021/01/11-12:39:05,0.50,0.60
2021/01/11-12:39:06,0.50,0.60
2021/01/11-12:39:07,0.50,0.60
2021/01/11-12:39:08,0.50,0.60
2021/01/11-12:39:09,0.50,0.60
2021/01/11-12:39:10,0.50,0.60
2021/01/11-12:39:11,0.50,0.60
2021/01/11-12:39:12,0.50,0.60
2021/01/11-12:39:13,0.50,1.30
2021/01/11-12:39:14,0.50,1.30
2021/01/11-12:39:15,0.50,1.30
2021/01/11-12:39:16,0.50,1.30
2021/01/11-12:39:17,0.50,1.20
2021/01/11-12:39:18,0.60,2.30
2021/01/11-12:39:19,0.60,2.30
2021/01/11-12:39:20,0.60,2.30
2021/01/11-12:39:21,0.60,2.30
2021/01/11-12:39:22,0.60,2.40
2021/01/11-12:39:23,0.60,2.50
2021/01/11-12:39:24,0.60,2.60
2021/01/11-12:39:25,0.60,2.90
2021/01/11-12:39:26,0.70,3.00
2021/01/11-12:39:27,0.60,3.00
2021/01/11-12:39:28,0.70,3.30
2021/01/11-12:39:29,0.70,3.30
2021/01/11-12:39:30,0.70,3.50
2021/01/11-12:39:31,0.70,3.70
2021/01/11-12:39:32,0.70,4.00
2021/01/11-12:39:33,0.70,4.10
2021/01/11-12:39:34,0.70,4.20
2021/01/11-12:39:35,0.70,4.20
2021/01/11-12:39:36,0.70,4.20
2021/01/11-12:39:37,0.70,4.20
2021/01/11-12:39:38,0.70,4.10
2021/01/11-12:39:39,0.70,4.30
2021/01/11-12:39:40,0.70,4.30
2021/01/11-12:39:41,0.80,4.30
2021/01/11-12:39:42,0.80,4.40
2021/01/11-12:39:43,0.80,3.80
2021/01/11-12:39:44,0.80,3.90
2021/01/11-12:39:45,0.80,4.50
2021/01/11-12:39:46,0.80,4.40
2021/01/11-12:39:47,0.80,4.50
2021/01/11-12:39:48,0.80,3.60
2021/01/11-12:39:49,0.80,3.60
2021/01/11-12:39:50,0.80,3.70
2021/01/11-12:39:51,0.80,3.80
2021/01/11-12:39:52,0.80,3.70
2021/01/11-12:39:53,0.80,3.70
2021/01/11-12:39:54,0.80,3.60
2021/01/11-12:39:55,0.80,3.40
2021/01/11-12:39:56,0.80,3.40
2021/01/11-12:39:57,0.80,3.40
2021/01/11-12:39:58,0.80,3.10
2021/01/11-12:39:59,0.80,3.10
2021/01/11-12:40:00,0.80,3.00
2021/01/11-12:40:01,0.70,2.70
2021/01/11-12:40:02,0.80,2.50
2021/01/11-12:40:03,0.80,2.40
2021/01/11-12:40:04,0.80,2.30
2021/01/11-12:40:05,0.80,2.30
2021/01/11-12:40:06,0.80,2.50
2021/01/11-12:40:07,0.80,2.50
2021/01/11-12:40:08,0.90,3.00
2021/01/11-12:40:09,0.90,2.70
2021/01/11-12:40:10,0.90,2.80
2021/01/11-12:40:11,0.90,2.90
2021/01/11-12:40:12,0.90,2.70
2021/01/11-12:40:13,0.90,2.80
2021/01/11-12:40:14,0.90,2.60
2021/01/11-12:40:15,0.80,2.00
2021/01/11-12:40:16,0.90,2.20
2021/01/11-12:40:17,0.90,2.60
2021/01/11-12:40:18,0.80,2.40
2021/01/11-12:40:19,0.80,2.40
2021/01/11-12:40:20,0.90,2.40
2021/01/11-12:40:21,0.80,2.30
2021/01/11-12:40:22,0.90,2.50
2021/01/11-12:40:23,0.90,2.50
2021/01/11-12:40:24,0.90,2.50
2021/01/11-12:40:25,0.90,2.50
2021/01/11-12:40:26,0.90,2.40
2021/01/11-12:40:27,0.90,2.50
2021/01/11-12:40:28,0.90,2.50
2021/01/11-12:40:29,0.90,2.50
2021/01/11-12:40:30,0.90,2.70
2021/01/11-12:40:31,0.90,2.70
2021/01/11-12:40:32,0.90,2.60
2021/01/11-12:40:33,0.90,2.60
2021/01/11-12:40:34,0.90,2.60
2021/01/11-12:40:35,0.80,2.60
2021/01/11-12:40:36,0.80,2.40
2021/01/11-12:40:37,0.80,2.40
2021/01/11-12:40:38,0.80,2.00
2021/01/11-12:40:39,0.80,2.20
2021/01/11-12:40:40,0.80,2.10
2021/01/11-12:40:41,0.80,2.40
2021/01/11-12:40:42,0.80,2.50
2021/01/11-12:40:43,0.80,2.50
2021/01/11-12:40:44,0.80,2.50
2021/01/11-12:40:45,0.80,2.50
2021/01/11-12:40:46,0.80,2.90
2021/01/11-12:40:47,0.80,2.60
2021/01/11-12:40:48,0.80,2.60
2021/01/11-12:40:49,0.80,2.60
2021/01/11-12:40:50,0.80,2.60
2021/01/11-12:40:51,0.80,3.20
2021/01/11-12:40:52,0.80,3.10
2021/01/11-12:40:53,0.80,3.10
2021/01/11-12:40:54,0.80,3.10
2021/01/11-12:40:55,0.80,3.10
2021/01/11-12:40:56,0.90,3.20
2021/01/11-12:40:57,0.80,3.10
2021/01/11-12:40:58,0.90,3.10
2021/01/11-12:40:59,0.90,3.10
2021/01/11-12:41:00,0.80,3.00
2021/01/11-12:41:01,0.80,3.00
2021/01/11-12:41:02,0.90,3.00
2021/01/11-12:41:03,0.90,3.00
2021/01/11-12:41:04,0.90,3.10
2021/01/11-12:41:05,0.90,3.20
2021/01/11-12:41:06,0.90,3.20
2021/01/11-12:41:07,0.90,3.90
2021/01/11-12:41:08,0.90,3.90
2021/01/11-12:41:09,0.90,3.80
2021/01/11-12:41:10,0.90,3.80
2021/01/11-12:41:11,0.90,3.40
2021/01/11-12:41:12,0.90,3.80
2021/01/11-12:41:13,0.80,3.80
2021/01/11-12:41:14,0.90,3.90
2021/01/11-12:41:15,0.90,4.20
2021/01/11-12:41:16,0.80,3.70
2021/01/11-12:41:17,0.80,4.30
2021/01/11-12:41:18,0.80,4.30
2021/01/11-12:41:19,0.80,4.30
2021/01/11-12:41:20,0.80,4.30
2021/01/11-12:41:21,0.80,3.70
2021/01/11-12:41:22,0.80,3.70
2021/01/11-12:41:23,0.80,3.80
2021/01/11-12:41:24,0.80,3.80
2021/01/11-12:41:25,0.80,3.60
2021/01/11-12:41:26,0.80,4.30
2021/01/11-12:41:27,0.80,4.30
2021/01/11-12:41:28,0.80,4.40
2021/01/11-12:41:29,0.80,4.40
2021/01/11-12:41:30,0.80,4.40
2021/01/11-12:41:31,0.80,4.40
2021/01/11-12:41:32,0.80,5.40
2021/01/11-12:41:33,0.80,5.50
2021/01/11-12:41:34,0.80,5.60
2021/01/11-12:41:35,0.80,5.50
2021/01/11-12:41:36,0.80,5.50
2021/01/11-12:41:37,0.80,4.90
2021/01/11-12:41:38,0.80,5.00
2021/01/11-12:41:39,0.80,5.00
2021/01/11-12:41:40,0.90,5.00
2021/01/11-12:41:41,0.90,5.00
2021/01/11-12:41:42,0.90,4.50
2021/01/11-12:41:43,0.90,4.60
2021/01/11-12:41:44,0.80,4.50
2021/01/11-12:41:45,0.90,4.30
2021/01/11-12:41:46,0.90,4.30
2021/01/11-12:41:47,0.80,3.50
2021/01/11-12:41:48,0.80,3.50
2021/01/11-12:41:49,0.80,3.50
2021/01/11-12:41:50,0.80,3.60
2021/01/11-12:41:51,0.80,3.50
2021/01/11-12:41:52,0.80,3.50
2021/01/11-12:41:53,0.80,3.30
2021/01/11-12:41:54,0.80,3.30
2021/01/11-12:41:55,0.80,3.30
2021/01/11-12:41:56,0.80,3.30
2021/01/11-12:41:57,0.80,3.30
2021/01/11-12:41:58,0.80,3.10
2021/01/11-12:41:59,0.80,3.20
2021/01/11-12:42:00,0.70,3.10
2021/01/11-12:42:01,0.70,3.10
2021/01/11-12:42:02,0.70,2.10
2021/01/11-12:42:03,0.80,2.10
2021/01/11-12:42:04,0.70,2.10
2021/01/11-12:42:05,0.70,2.10
2021/01/11-12:42:06,0.80,2.10
2021/01/11-12:42:07,0.80,2.00
2021/01/11-12:42:08,0.80,1.90
2021/01/11-12:42:09,0.90,2.50
2021/01/11-12:42:10,5.50,15.70
2021/01/11-12:42:11,19.20,46.50
2021/01/11-12:42:12,24.80,59.30
2021/01/11-12:42:13,26.70,65.10
2021/01/11-12:42:14,27.50,66.70
2021/01/11-12:42:15,28.00,68.50
2021/01/11-12:42:16,28.20,68.90
2021/01/11-12:42:17,28.30,69.00
2021/01/11-12:42:18,28.30,69.00
2021/01/11-12:42:19,28.30,69.00
2021/01/11-12:42:20,28.30,69.10
2021/01/11-12:42:21,28.30,69.10
2021/01/11-12:42:22,28.30,69.10
2021/01/11-12:42:23,28.90,70.20
2021/01/11-12:42:24,29.20,70.90
2021/01/11-12:42:25,29.50,71.70
2021/01/11-12:42:26,29.80,71.70
2021/01/11-12:42:27,30.30,72.40
2021/01/11-12:42:28,30.50,72.80
2021/01/11-12:42:29,30.70,73.30
2021/01/11-12:42:30,31.00,73.90
2021/01/11-12:42:31,31.20,74.50
2021/01/11-12:42:32,31.40,74.80
2021/01/11-12:42:33,31.70,75.90
2021/01/11-12:42:34,31.80,75.90
2021/01/11-12:42:35,32.00,76.30
2021/01/11-12:42:36,32.10,76.70
2021/01/11-12:42:37,32.30,77.00
2021/01/11-12:42:38,32.40,77.40
2021/01/11-12:42:39,32.40,77.00
2021/01/11-12:42:40,28.00,64.10
2021/01/11-12:42:41,14.30,33.60
2021/01/11-12:42:42,8.90,21.30
2021/01/11-12:42:43,7.10,16.30
2021/01/11-12:42:44,6.60,15.10
2021/01/11-12:42:45,6.20,13.60
2021/01/11-12:42:46,6.20,14.00
2021/01/11-12:42:47,6.20,14.20
2021/01/11-12:42:48,6.30,14.60
2021/01/11-12:42:49,6.40,14.90
2021/01/11-12:42:50,6.60,15.30
2021/01/11-12:42:51,6.70,15.50
2021/01/11-12:42:52,6.80,15.70
2021/01/11-12:42:53,6.30,14.60
2021/01/11-12:42:54,6.10,14.20
2021/01/11-12:42:55,5.80,13.90
2021/01/11-12:42:56,5.60,13.60
2021/01/11-12:42:57,5.30,12.90
2021/01/11-12:42:58,5.10,12.70
2021/01/11-12:42:59,4.90,12.30
2021/01/11-12:43:00,4.70,12.30
2021/01/11-12:43:01,4.60,12.30
2021/01/11-12:43:02,4.40,12.10
2021/01/11-12:43:03,4.20,11.30
2021/01/11-12:43:04,4.10,11.10
2021/01/11-12:43:05,4.00,10.80
2021/01/11-12:43:06,3.80,10.50
2021/01/11-12:43:07,3.70,10.20
2021/01/11-12:43:08,3.60,10.00
2021/01/11-12:43:09,3.50,9.80
2021/01/11-12:43:10,3.30,9.60
2021/01/11-12:43:11,3.30,9.40
2021/01/11-12:43:12,3.20,9.10
2021/01/11-12:43:13,3.10,8.50
2021/01/11-12:43:14,3.00,8.20
2021/01/11-12:43:15,6.00,16.30
2021/01/11-12:43:16,11.00,30.10
2021/01/11-12:43:18,12.70,34.10
2021/01/11-12:43:19,13.80,36.50
2021/01/11-12:43:20,14.30,37.20
2021/01/11-12:43:21,14.70,37.70
2021/01/11-12:43:22,14.90,38.00
2021/01/11-12:43:23,14.70,37.80
2021/01/11-12:43:24,14.70,37.70
2021/01/11-12:43:25,14.60,37.60
2021/01/11-12:43:26,14.60,37.80
2021/01/11-12:43:27,14.50,37.60
2021/01/11-12:43:28,14.50,37.70
2021/01/11-12:43:29,14.50,37.80
2021/01/11-12:43:30,14.50,37.80
2021/01/11-12:43:31,14.50,37.40
2021/01/11-12:43:32,14.60,37.10
2021/01/11-12:43:33,14.70,37.20
2021/01/11-12:43:34,14.90,37.30
2021/01/11-12:43:35,15.10,37.80
2021/01/11-12:43:36,15.50,38.30
2021/01/11-12:43:37,15.90,39.10
2021/01/11-12:43:38,16.30,39.60
2021/01/11-12:43:39,16.50,39.90
2021/01/11-12:43:40,16.90,40.30
2021/01/11-12:43:41,17.10,40.90
2021/01/11-12:43:42,17.50,41.30
2021/01/11-12:43:43,17.70,41.70
2021/01/11-12:43:44,18.10,42.20
2021/01/11-12:43:45,18.50,43.00
2021/01/11-12:43:46,15.70,35.20
2021/01/11-12:43:47,11.00,21.40
2021/01/11-12:43:48,9.60,18.10
2021/01/11-12:43:49,8.80,16.10
2021/01/11-12:43:50,8.60,16.00
2021/01/11-12:43:51,8.40,15.50
2021/01/11-12:43:52,8.60,15.90
2021/01/11-12:43:53,9.00,16.60
2021/01/11-12:43:54,9.30,17.00
2021/01/11-12:43:55,9.70,17.80
2021/01/11-12:43:56,10.00,17.60
2021/01/11-12:43:57,10.20,18.20
2021/01/11-12:43:58,10.30,18.30
2021/01/11-12:43:59,10.50,18.60
2021/01/11-12:44:00,10.70,18.80
2021/01/11-12:44:01,10.80,19.00
2021/01/11-12:44:02,10.90,19.10
2021/01/11-12:44:03,10.80,19.00
2021/01/11-12:44:04,10.90,19.00
2021/01/11-12:44:05,10.70,18.70
2021/01/11-12:44:06,10.50,18.40
2021/01/11-12:44:07,10.10,17.70
2021/01/11-12:44:08,9.80,17.70
2021/01/11-12:44:09,9.70,17.40
2021/01/11-12:44:10,9.40,17.10
2021/01/11-12:44:11,9.20,16.70
2021/01/11-12:44:12,8.90,16.30
2021/01/11-12:44:13,8.70,15.80
2021/01/11-12:44:14,8.40,15.90
2021/01/11-12:44:15,8.00,15.10
2021/01/11-12:44:16,7.70,14.70
2021/01/11-12:44:17,7.30,14.70
2021/01/11-12:44:18,7.10,14.00
2021/01/11-12:44:19,6.80,13.50
2021/01/11-12:44:20,6.40,12.70
2021/01/11-12:44:21,6.10,12.20
2021/01/11-12:44:22,5.70,11.50
2021/01/11-12:44:23,5.30,10.90
2021/01/11-12:44:24,5.00,10.50
2021/01/11-12:44:25,4.70,9.70
2021/01/11-12:44:26,4.40,9.40
2021/01/11-12:44:27,4.40,8.90
2021/01/11-12:44:28,7.30,13.10
2021/01/11-12:44:29,14.50,22.30
2021/01/11-12:44:30,23.00,32.90
2021/01/11-12:44:31,31.60,44.20
2021/01/11-12:44:32,37.30,52.90
2021/01/11-12:44:33,37.70,54.60
2021/01/11-12:44:34,37.60,54.60
2021/01/11-12:44:35,37.50,54.50
2021/01/11-12:44:36,37.40,54.30
2021/01/11-12:44:37,37.30,54.10
2021/01/11-12:44:38,37.30,53.60
2021/01/11-12:44:39,37.20,53.60
2021/01/11-12:44:40,37.20,53.60
2021/01/11-12:44:41,37.30,54.30
2021/01/11-12:44:42,37.80,55.20
2021/01/11-12:44:43,38.20,55.80
2021/01/11-12:44:44,38.60,55.60
2021/01/11-12:44:45,39.00,56.20
2021/01/11-12:44:46,39.30,56.80
2021/01/11-12:44:47,39.60,56.80
2021/01/11-12:44:48,39.80,57.10
2021/01/11-12:44:49,40.10,58.30
2021/01/11-12:44:50,40.50,59.10
2021/01/11-12:44:51,40.90,59.80
2021/01/11-12:44:52,41.20,60.40
2021/01/11-12:44:53,41.80,61.20
2021/01/11-12:44:54,42.50,62.30
2021/01/11-12:44:55,42.70,62.70
2021/01/11-12:44:56,43.20,63.40
2021/01/11-12:44:57,43.40,64.50
2021/01/11-12:44:58,40.50,60.30
2021/01/11-12:44:59,33.40,51.40
2021/01/11-12:45:00,24.90,40.80
2021/01/11-12:45:01,16.30,29.70
2021/01/11-12:45:02,10.70,21.40
2021/01/11-12:45:03,10.40,19.90
2021/01/11-12:45:04,10.80,21.10
2021/01/11-12:45:05,11.20,21.70
2021/01/11-12:45:06,11.50,22.20
2021/01/11-12:45:07,11.80,22.60
2021/01/11-12:45:08,12.00,22.80
2021/01/11-12:45:09,12.20,23.00
2021/01/11-12:45:10,12.40,24.20
2021/01/11-12:45:11,12.50,23.90
2021/01/11-12:45:12,12.10,23.10
2021/01/11-12:45:13,11.80,22.60
2021/01/11-12:45:14,11.70,22.30
2021/01/11-12:45:15,11.30,21.80
2021/01/11-12:45:16,11.10,21.40
2021/01/11-12:45:17,10.90,21.10
2021/01/11-12:45:18,10.90,21.10
2021/01/11-12:45:19,10.60,20.00
2021/01/11-12:45:20,10.50,19.40
2021/01/11-12:45:21,10.10,18.80
2021/01/11-12:45:22,9.90,18.30
2021/01/11-12:45:23,9.30,17.60
2021/01/11-12:45:24,8.70,16.60
2021/01/11-12:45:25,8.50,16.30
2021/01/11-12:45:26,8.10,15.80
2021/01/11-12:45:27,7.80,14.60
2021/01/11-12:45:28,7.60,14.40
2021/01/11-12:45:29,7.40,14.00
2021/01/11-12:45:30,7.30,13.80
2021/01/11-12:45:31,7.10,13.40
2021/01/11-12:45:32,6.90,12.90
2021/01/11-12:45:33,6.70,12.50
2021/01/11-12:45:34,6.40,11.30
2021/01/11-12:45:35,6.00,10.70
2021/01/11-12:45:36,5.70,10.40
2021/01/11-12:45:37,5.50,10.10
2021/01/11-12:45:38,5.40,10.00
2021/01/11-12:45:39,5.30,9.90
2021/01/11-12:45:40,5.10,8.80
2021/01/11-12:45:41,4.80,8.40
2021/01/11-12:45:42,4.70,8.40
2021/01/11-12:45:43,4.60,8.40
2021/01/11-12:45:44,4.40,8.10
2021/01/11-12:45:45,4.30,8.00
2021/01/11-12:45:46,4.10,7.70
2021/01/11-12:45:47,4.00,7.30
2021/01/11-12:45:48,3.80,6.90
2021/01/11-12:45:49,3.80,6.80
2021/01/11-12:45:50,3.60,6.60
2021/01/11-12:45:51,3.50,6.40
2021/01/11-12:45:52,3.50,6.50
2021/01/11-12:45:53,3.40,6.80
2021/01/11-12:45:54,3.40,6.60
2021/01/11-12:45:55,3.40,6.70
2021/01/11-12:45:56,3.30,6.60
2021/01/11-12:45:57,3.30,6.40
2021/01/11-12:45:58,3.20,6.30
2021/01/11-12:45:59,3.20,6.30
2021/01/11-12:46:00,3.20,6.30
2021/01/11-12:46:01,3.20,6.40
