time,pm2.5_pre,pm10_pre,pm2.5_post,pm10_post,pressure,temperature,humidity,co2,tvoc,fan
2021/02/28 22:30:17,19.5,43.2,14.5,20.8,-1,-1,-1,-1,-1,0.8
2021/02/28 22:30:18,37.9,84.8,26.6,53.6,-1,-1,-1,-1,-1,0.8
2021/02/28 22:30:20,50.9,115.7,28.0,57.5,-1,-1,-1,-1,-1,0.8
2021/02/28 22:30:21,56.8,122.5,27.2,54.3,-1,-1,-1,-1,-1,0.8
2021/02/28 22:30:22,58.2,126.8,27.2,53.7,-1,-1,-1,-1,-1,0.8
2021/02/28 22:30:23,57.5,124.1,27.8,56.9,-1,-1,-1,-1,-1,0.8
2021/02/28 22:30:24,56.6,120.2,27.1,56.6,-1,-1,-1,-1,-1,0.8
2021/02/28 22:30:26,53.8,114.6,26.5,54.4,-1,-1,-1,-1,-1,0.8
2021/02/28 22:30:27,51.2,108.6,26.0,53.5,-1,-1,-1,-1,-1,0.8
2021/02/28 22:30:28,48.1,100.8,25.4,51.6,-1,-1,-1,-1,-1,0.8
2021/02/28 22:30:29,46.8,97.2,25.0,50.2,-1,-1,-1,-1,-1,0.8
2021/02/28 22:30:30,46.3,96.3,24.4,48.8,-1,-1,-1,-1,-1,0.8
2021/02/28 22:30:32,45.4,93.7,24.2,48.3,-1,-1,-1,-1,-1,0.8
2021/02/28 22:30:33,44.2,91.5,23.8,47.5,-1,-1,-1,-1,-1,0.8
2021/02/28 22:30:34,42.2,86.9,23.3,46.0,-1,-1,-1,-1,-1,0.8
2021/02/28 22:30:35,41.2,85.1,23.3,46.0,-1,-1,-1,-1,-1,0.8
2021/02/28 22:30:37,39.9,82.1,23.5,46.2,-1,-1,-1,-1,-1,0.8
2021/02/28 22:30:38,38.6,79.0,23.9,46.7,-1,-1,-1,-1,-1,0.8
2021/02/28 22:30:39,37.7,78.0,24.6,49.0,-1,-1,-1,-1,-1,0.8
2021/02/28 22:30:40,37.6,77.6,26.5,53.3,-1,-1,-1,-1,-1,0.8
2021/02/28 22:30:41,37.5,77.7,28.0,57.0,-1,-1,-1,-1,-1,0.8
