time,pm2.5_pre,pm10_pre,pm2.5_post,pm10_post,pressure,temperature,humidity,co2,tvoc,fan
2021/02/24 08:20:50,0.1,0.1,0.2,0.3,1022.51,22.47,40,0,0,0.5
2021/02/24 08:20:52,0.1,0.2,0.1,0.3,1022.59,22.51,41,0,0,0.5
2021/02/24 08:20:54,0.1,0.2,0.2,0.2,1022.51,22.55,41,0,0,0.5
2021/02/24 08:20:55,0.1,0.2,0.2,0.2,1022.52,22.58,42,0,0,0.5
2021/02/24 08:20:57,0.1,0.2,0.2,0.2,1022.54,22.51,43,0,0,0.5
2021/02/24 08:20:58,0.1,0.2,0.2,0.2,1022.54,22.78,40,0,0,0.5
2021/02/24 08:21:00,0.1,0.2,0.2,0.2,1022.52,22.51,41,0,0,0.5
2021/02/24 08:21:01,0.2,0.2,0.2,0.2,1022.5,22.56,42,0,0,0.5
2021/02/24 08:21:02,0.2,0.2,0.2,0.2,1022.49,22.71,40,0,0,0.5
2021/02/24 08:21:04,0.2,0.2,0.2,0.2,1022.49,22.69,40,0,0,0.5
2021/02/24 08:21:05,0.2,0.2,0.2,0.2,1022.57,22.74,41,0,0,0.5
2021/02/24 08:21:06,0.2,0.2,0.2,0.3,1022.46,22.78,41,0,0,0.5
2021/02/24 08:21:08,0.1,0.2,0.2,0.3,1022.52,22.56,41,0,0,0.5
2021/02/24 08:21:09,0.2,0.2,0.2,0.3,1022.47,22.69,41,0,0,0.5
2021/02/24 08:21:10,0.2,0.2,0.2,0.3,1022.5,22.64,41,0,0,0.5
2021/02/24 08:21:12,0.2,0.2,0.2,0.3,1022.53,22.91,42,0,0,0.5
2021/02/24 08:21:13,0.2,0.2,0.2,0.3,1022.54,22.82,40,0,0,0.5
2021/02/24 08:21:14,0.2,0.2,0.2,0.3,1022.54,22.73,40,0,0,0.5
2021/02/24 08:21:16,0.2,0.2,0.2,0.3,1022.56,22.67,40,0,0,0.5
2021/02/24 08:21:17,0.2,0.2,0.2,0.3,1022.56,22.82,39,0,0,0.5
2021/02/24 08:21:19,0.2,0.2,0.2,0.3,1022.5,22.6,41,0,0,0.5
2021/02/24 08:21:20,0.2,0.2,0.2,0.2,1022.58,22.78,39,0,0,0.5
2021/02/24 08:21:22,0.2,0.2,0.2,0.2,1022.56,22.87,40,0,0,0.5
2021/02/24 08:21:23,0.2,0.2,0.2,0.2,1022.59,23.1,41,0,0,0.5
2021/02/24 08:21:25,0.1,0.1,0.2,0.2,1022.6,22.83,42,400,0,0.5
2021/02/24 08:21:26,0.2,0.2,0.2,0.2,1022.5,22.78,40,400,0,0.5
2021/02/24 08:21:27,1.2,8.5,0.3,0.4,1022.48,22.73,40,400,0,0.5
2021/02/24 08:21:29,1.8,12.2,0.4,0.7,1022.48,22.87,41,400,0,0.5
2021/02/24 08:21:30,1.9,13.0,0.4,1.9,1022.57,22.82,41,400,0,0.5
2021/02/24 08:21:31,2.0,13.6,0.5,2.1,1022.48,22.62,41,400,0,0.5
2021/02/24 08:21:33,2.2,14.5,0.6,2.4,1022.49,22.67,40,400,0,0.5
2021/02/24 08:21:34,2.3,14.6,0.6,2.5,1022.62,23.1,40,400,0,0.5
2021/02/24 08:21:35,2.3,15.3,0.6,2.5,1022.64,22.94,41,400,0,0.5
2021/02/24 08:21:37,2.6,15.7,0.6,2.5,1022.6,22.78,41,400,0,0.5
2021/02/24 08:21:38,2.7,16.3,0.7,2.6,1022.47,22.98,41,400,0,0.5
2021/02/24 08:21:39,2.7,16.8,0.7,2.6,1022.41,22.89,41,400,0,0.5
2021/02/24 08:21:41,2.8,17.4,0.7,2.8,1022.52,22.89,40,400,0,0.5
2021/02/24 08:21:42,2.9,17.8,0.7,2.9,1022.54,22.78,39,400,0,0.5
2021/02/24 08:21:43,2.9,18.0,0.8,3.5,1022.55,22.96,41,400,0,0.5
