time,pm2.5_pre,pm10_pre,pm2.5_post,pm10_post,pressure,temperature,humidity,co2,tvoc,fan
2021/03/10 21:09:19,0.8,1.9,0.4,0.6,1006.2,20.56,42,0,0,0.0
2021/03/10 21:09:22,0.8,1.9,0.3,0.6,1006.1,20.71,43,0,0,0.0
2021/03/10 21:09:23,0.8,2.0,0.3,0.5,1005.82,20.65,43,0,0,0.0
2021/03/10 21:09:24,0.8,1.9,0.4,0.5,1005.91,20.53,41,0,0,0.0
2021/03/10 21:09:26,0.8,2.0,0.3,0.5,1005.97,20.45,43,0,0,0.0
2021/03/10 21:09:27,0.8,2.1,0.4,0.6,1005.86,20.47,43,0,0,0.0
2021/03/10 21:09:29,0.8,2.1,0.4,0.5,1005.87,20.45,42,0,0,0.0
2021/03/10 21:09:31,0.9,2.0,0.4,0.5,1005.87,20.54,41,0,0,0.0
2021/03/10 21:09:32,0.9,1.9,0.4,0.5,1005.9,20.44,41,0,0,0.0
2021/03/10 21:09:34,0.9,1.7,0.4,0.5,1005.94,20.54,43,0,0,0.0
2021/03/10 21:09:35,0.8,1.7,0.4,0.6,1005.91,20.67,42,0,0,0.0
2021/03/10 21:09:37,0.9,1.8,0.4,0.6,1005.85,20.45,43,0,0,0.0
2021/03/10 21:09:38,0.9,1.7,0.4,0.7,1005.95,20.47,42,0,0,0.0
2021/03/10 21:09:39,0.9,1.8,0.5,0.8,1005.95,20.69,42,0,0,0.0
2021/03/10 21:09:41,0.8,1.7,0.5,0.7,1005.87,20.51,43,0,0,0.0
2021/03/10 21:09:42,0.8,1.7,0.5,0.7,1005.92,20.87,42,0,0,0.0
2021/03/10 21:09:44,0.8,1.7,0.5,0.7,1005.89,20.62,45,0,0,0.0
2021/03/10 21:09:45,0.8,1.7,0.5,0.7,1005.94,20.67,41,0,0,0.0
2021/03/10 21:09:46,0.9,1.9,0.5,0.7,1005.95,20.47,44,0,0,0.0
2021/03/10 21:09:48,0.9,2.0,0.4,0.7,1005.93,20.67,42,0,0,0.0
2021/03/10 21:09:49,0.9,2.0,0.4,0.7,1005.91,20.62,42,0,0,0.0
2021/03/10 21:09:50,0.9,2.0,0.5,0.7,1005.85,20.67,41,0,0,0.0
2021/03/10 21:09:52,0.9,2.0,0.5,0.7,1006.1,20.65,42,0,0,0.0
2021/03/10 21:09:53,0.9,2.0,0.5,0.7,1005.98,20.81,43,0,0,0.0
2021/03/10 21:09:54,0.9,2.0,0.5,0.9,1006.0,20.58,43,400,0,0.0
2021/03/10 21:09:56,0.9,1.9,0.4,0.8,1005.96,20.69,42,400,0,0.0
2021/03/10 21:09:57,0.8,1.8,0.4,0.9,1005.87,20.31,41,400,0,0.0
2021/03/10 21:09:58,0.9,2.1,0.4,0.8,1005.97,20.51,43,400,0,0.0
2021/03/10 21:10:00,0.8,2.0,0.4,0.8,1005.79,20.67,42,400,0,0.0
2021/03/10 21:10:01,0.8,1.8,0.5,0.9,1005.86,20.69,41,400,0,0.0
2021/03/10 21:10:02,0.8,1.8,0.5,0.9,1005.89,20.2,43,400,0,0.0
