time,pm2.5,pm10,fan
2021/01/20-19:31:34,19.20,41.40,3
2021/01/20-19:31:35,19.10,41.00,3
2021/01/20-19:31:36,19.10,41.70,3
2021/01/20-19:31:37,19.00,41.30,3
2021/01/20-19:31:38,19.00,41.80,3
2021/01/20-19:31:39,19.00,42.40,3
2021/01/20-19:31:40,18.70,41.90,3
2021/01/20-19:31:41,18.60,41.10,3
2021/01/20-19:31:42,18.50,40.40,3
2021/01/20-19:31:43,18.00,39.70,3
2021/01/20-19:31:44,17.80,39.60,3
2021/01/20-19:31:45,17.80,39.10,3
2021/01/20-19:31:46,17.70,38.50,3
2021/01/20-19:31:47,17.50,37.40,3
2021/01/20-19:31:48,17.30,37.00,3
2021/01/20-19:31:49,17.30,37.00,3
2021/01/20-19:31:50,17.20,37.40,3
2021/01/20-19:31:51,17.10,37.00,3
2021/01/20-19:31:52,16.70,35.90,3
2021/01/20-19:31:53,16.60,36.40,3
2021/01/20-19:31:54,16.30,35.80,3
2021/01/20-19:31:55,16.50,36.00,3
2021/01/20-19:31:56,16.30,35.60,3
2021/01/20-19:31:57,16.30,36.00,3
2021/01/20-19:31:58,16.30,36.10,3
2021/01/20-19:31:59,16.20,35.60,3
2021/01/20-19:32:00,16.20,34.10,3
2021/01/20-19:32:01,16.10,34.40,3
2021/01/20-19:32:02,16.20,35.70,3
2021/01/20-19:32:03,16.10,36.00,3
2021/01/20-19:32:04,16.10,36.70,3
2021/01/20-19:32:05,15.90,36.90,3
2021/01/20-19:32:06,15.70,36.10,3
2021/01/20-19:32:07,15.60,36.80,3
2021/01/20-19:32:08,15.60,36.70,3
2021/01/20-19:32:09,15.50,35.30,3
2021/01/20-19:32:10,15.50,36.50,3
2021/01/20-19:32:11,15.40,37.20,3
2021/01/20-19:32:12,15.50,38.60,3
2021/01/20-19:32:13,15.40,39.00,3
2021/01/20-19:32:14,15.30,39.30,3
2021/01/20-19:32:15,15.10,38.90,3
2021/01/20-19:32:16,15.10,39.00,3
2021/01/20-19:32:17,15.00,39.20,3
2021/01/20-19:32:18,15.00,39.40,3
2021/01/20-19:32:19,14.90,39.10,3
2021/01/20-19:32:20,14.60,38.90,3
2021/01/20-19:32:21,14.50,38.70,3
2021/01/20-19:32:22,14.50,38.70,3
2021/01/20-19:32:23,14.30,37.80,3
2021/01/20-19:32:24,14.30,37.90,3
2021/01/20-19:32:25,14.10,38.30,3
2021/01/20-19:32:26,14.00,38.20,3
2021/01/20-19:32:27,13.80,37.80,3
2021/01/20-19:32:28,13.70,38.20,3
2021/01/20-19:32:29,13.50,38.50,3
2021/01/20-19:32:30,13.40,38.00,3
2021/01/20-19:32:31,13.40,38.40,3
2021/01/20-19:32:32,13.20,37.50,3
2021/01/20-19:32:33,13.20,38.30,3
2021/01/20-19:32:34,13.10,37.60,3
2021/01/20-19:32:35,13.00,37.40,3
2021/01/20-19:32:36,12.80,37.00,3
2021/01/20-19:32:37,12.60,36.20,3
2021/01/20-19:32:38,12.40,36.10,3
2021/01/20-19:32:39,12.40,36.20,3
2021/01/20-19:32:40,12.20,35.00,3
2021/01/20-19:32:41,12.10,33.50,3
2021/01/20-19:32:42,12.00,32.20,3
2021/01/20-19:32:43,12.10,32.30,3
2021/01/20-19:32:44,12.20,32.00,3
2021/01/20-19:32:45,12.20,31.90,3
2021/01/20-19:32:46,12.00,31.50,3
2021/01/20-19:32:47,11.90,31.80,3
2021/01/20-19:32:48,11.70,32.10,3
2021/01/20-19:32:49,11.60,33.00,3
2021/01/20-19:32:50,11.60,33.60,3
2021/01/20-19:32:51,11.60,34.10,3
2021/01/20-19:32:52,11.60,34.10,3
2021/01/20-19:32:53,11.60,34.00,3
2021/01/20-19:32:54,11.60,34.20,3
2021/01/20-19:32:55,11.50,34.40,3
2021/01/20-19:32:56,11.30,33.80,3
2021/01/20-19:32:57,11.20,33.50,3
2021/01/20-19:32:58,11.10,32.60,3
2021/01/20-19:32:59,11.10,33.80,3
2021/01/20-19:33:00,11.10,33.80,3
2021/01/20-19:33:01,10.90,33.20,3
2021/01/20-19:33:02,10.80,32.70,3
2021/01/20-19:33:03,10.60,32.00,3
2021/01/20-19:33:04,10.50,31.80,3
2021/01/20-19:33:05,10.40,32.20,3
2021/01/20-19:33:06,10.60,32.30,3
2021/01/20-19:33:07,10.70,32.70,3
2021/01/20-19:33:08,10.70,32.30,3
2021/01/20-19:33:09,10.70,32.40,3
2021/01/20-19:33:10,10.70,32.00,3
2021/01/20-19:33:11,10.80,32.30,3
2021/01/20-19:33:12,10.70,31.80,3
2021/01/20-19:33:13,10.60,31.00,3
2021/01/20-19:33:14,10.60,31.10,3
2021/01/20-19:33:15,10.60,31.60,3
2021/01/20-19:33:16,10.70,31.50,3
2021/01/20-19:33:17,10.70,31.30,3
2021/01/20-19:33:18,10.80,30.90,3
2021/01/20-19:33:19,11.00,30.40,3
2021/01/20-19:33:20,10.90,29.40,3
2021/01/20-19:33:21,10.90,28.70,3
2021/01/20-19:33:22,10.90,28.30,3
2021/01/20-19:33:23,11.00,28.40,3
2021/01/20-19:33:24,11.00,28.10,3
2021/01/20-19:33:25,11.10,27.10,3
2021/01/20-19:33:26,11.20,27.20,3
2021/01/20-19:33:27,11.30,27.50,3
2021/01/20-19:33:28,11.50,28.10,3
2021/01/20-19:33:29,11.40,26.40,3
2021/01/20-19:33:30,11.50,26.40,3
2021/01/20-19:33:31,11.50,26.40,3
2021/01/20-19:33:32,11.60,26.60,3
2021/01/20-19:33:33,11.70,26.00,3
2021/01/20-19:33:34,11.60,26.40,3
2021/01/20-19:33:35,11.80,26.90,3
2021/01/20-19:33:36,11.60,26.80,3
2021/01/20-19:33:37,11.60,26.20,3
2021/01/20-19:33:38,11.60,26.60,3
2021/01/20-19:33:39,11.60,26.90,3
2021/01/20-19:33:40,11.50,26.90,3
2021/01/20-19:33:41,11.50,27.10,3
2021/01/20-19:33:42,11.50,27.40,3
2021/01/20-19:33:43,11.40,27.50,3
2021/01/20-19:33:44,11.50,27.70,3
2021/01/20-19:33:45,11.40,27.50,3
2021/01/20-19:33:46,11.30,27.50,3
2021/01/20-19:33:47,11.30,27.00,3
2021/01/20-19:33:48,11.20,26.70,3
2021/01/20-19:33:49,11.10,26.90,3
2021/01/20-19:33:50,11.10,27.30,3
2021/01/20-19:33:51,11.00,27.30,3
2021/01/20-19:33:52,11.10,27.30,3
2021/01/20-19:33:53,11.00,27.40,3
2021/01/20-19:33:54,10.90,27.40,3
2021/01/20-19:33:55,10.90,27.40,3
2021/01/20-19:33:56,10.90,28.10,3
2021/01/20-19:33:57,10.90,27.30,3
2021/01/20-19:33:58,10.90,26.80,3
2021/01/20-19:33:59,11.00,27.30,3
2021/01/20-19:34:00,10.90,26.90,3
2021/01/20-19:34:01,10.90,26.90,3
2021/01/20-19:34:02,10.90,26.60,3
2021/01/20-19:34:03,10.90,26.80,3
2021/01/20-19:34:04,11.00,26.50,3
2021/01/20-19:34:05,10.90,25.70,3
2021/01/20-19:34:06,11.00,25.60,3
2021/01/20-19:34:07,11.00,26.20,3
2021/01/20-19:34:08,10.90,26.00,3
2021/01/20-19:34:09,10.80,25.60,3
2021/01/20-19:34:10,11.00,27.20,3
2021/01/20-19:34:11,10.90,26.90,3
2021/01/20-19:34:12,10.80,26.30,3
2021/01/20-19:34:13,10.80,27.80,3
2021/01/20-19:34:14,10.70,27.20,3
2021/01/20-19:34:15,10.60,26.80,3
2021/01/20-19:34:16,10.60,27.00,3
2021/01/20-19:34:17,10.60,27.10,3
2021/01/20-19:34:18,10.50,27.50,3
2021/01/20-19:34:19,10.60,27.50,3
2021/01/20-19:34:20,10.50,27.30,3
2021/01/20-19:34:21,10.50,27.60,3
2021/01/20-19:34:22,10.40,27.50,3
2021/01/20-19:34:23,10.40,27.10,3
2021/01/20-19:34:24,10.30,27.50,3
2021/01/20-19:34:25,10.10,27.40,3
2021/01/20-19:34:26,10.00,26.40,3
2021/01/20-19:34:27,9.90,26.50,3
2021/01/20-19:34:28,9.80,26.40,3
2021/01/20-19:34:29,9.70,26.20,3
2021/01/20-19:34:30,9.60,26.30,3
2021/01/20-19:34:31,9.50,26.30,3
2021/01/20-19:34:32,9.50,26.60,3
2021/01/20-19:34:33,9.50,27.40,3
2021/01/20-19:34:34,9.40,27.70,3
2021/01/20-19:34:35,9.40,27.70,3
2021/01/20-19:34:36,9.40,28.90,3
2021/01/20-19:34:37,9.20,28.20,3
2021/01/20-19:34:38,9.20,28.10,3
2021/01/20-19:34:39,9.30,28.10,3
2021/01/20-19:34:40,9.10,26.30,3
2021/01/20-19:34:41,9.10,27.10,3
2021/01/20-19:34:42,9.10,27.20,3
2021/01/20-19:34:43,9.20,26.20,3
2021/01/20-19:34:44,9.10,26.70,3
2021/01/20-19:34:45,9.20,27.00,3
2021/01/20-19:34:46,9.20,27.10,3
2021/01/20-19:34:47,9.20,28.20,3
2021/01/20-19:34:48,9.20,28.20,3
2021/01/20-19:34:49,9.10,27.70,3
